paper_id,ref_title,ref_journal
15472450.2017.1369060,On-road prediction of driver's intent with multimodal sensory cues,IEEE Pervasive Computing
15472450.2017.1369060,Chunking: A procedure to improve naturalistic data analysis,Accident Analysis & Prevention
15472450.2017.1369060,ROC graphs: Notes and practical considerations for researchers,Machine learning
15472450.2017.1369060,Treatment with nasal CPAP decreases automobile accidents in patients with sleep apnea,American Journal of Respiratory and Critical Care Medicine
15472450.2017.1369060,Analysis of crash rates and surrogate events,Transportation Research Record: Journal of the Transportation Research Board
15472450.2017.1369060,Near Crashes as Crash Surrogate for Naturalistic Driving Studies,Transportation Research Record: Journal of the Transportation Research Board
15472450.2017.1369060,Using EEG spectral components to assess algorithms for detecting fatigue,Expert Systems with Applications
15472450.2017.1369060,Real-time nonintrusive monitoring and prediction of driver fatigue,IEEE Transactions on Vehicular Technology
15472450.2017.1369060,Analysis of naturalistic driving event data omitted-variable bias and multilevel modeling approaches,Transportation Research Record: Journal of the Transportation Research Board
15472450.2017.1369060,Dimensionality reduction for fast similarity search in large time series databases,Knowledge and Information Systems
15472450.2017.1369060,On the need for time series data mining benchmarks: a survey and empirical demonstration,Data Mining and Knowledge Discovery
15472450.2017.1369060,Supervised machine learning: A review of classification techniques,Informatica
15472450.2017.1369060,Steering wheel behavior based estimation of fatigue,"Fifth international driving symposium on human factors in driver assessment, training, and vehicle design"
15472450.2017.1369060,Objective measurement of patterns of nasal CPAP use by patients with obstructive sleep apnea,The American Review of Respiratory Disease
15472450.2017.1369060,Practice parameters for the use of continuous and bilevel positive airway pressure devices to treat adult patients with sleep-related breathing disorders,Sleep
15472450.2017.1369060,Development of an algorithm for an EEG-based driver fatigue countermeasure,Journal of Safety Research
15472450.2017.1369060,The spectrum kernel: A string kernel for SVM protein classification,Pacific symposium on biocomputing
15472450.2017.1369060,Experiencing SAX: A novel symbolic representation of time series,Data Mining and Knowledge Discovery
15472450.2017.1369060,The hazards and prevention of driving while sleepy,Sleep medicine reviews
15472450.2017.1369060,Lane change intent analysis using robust operators and sparse bayesian learning,IEEE Transactions on Intelligent Transportation Systems
15472450.2017.1369060,The language of driving: advantages and applications of symbolic data reduction for naturalistic driving data analysis,The language of driving: advantages and applications of symbolic data reduction for naturalistic driving data analysis
15472450.2017.1369060,Variations on a theme Topic modeling of naturalistic driving data,Variations on a theme Topic modeling of naturalistic driving data
15472450.2017.1369060,High risk for obstructive sleep apnea in truck drivers estimated by the berlin questionnaire prevalence and associated factors,Chronobiology International
15472450.2017.1369060,Driving simulator and neuropsychological [corrected] testing in OSAS before and under CPAP therapy,The European Respiratory Journal
15472450.2017.1369060,Integrated driver modelling considering state transition feature for individual adaptation of driver assistance systems,Vehicle System Dynamics
15472450.2017.1369060,Acceptance of CPAP therapy for sleep apnea,Chest
15472450.2017.1369060,Towards driver's state recognition on real driving conditions,International Journal of Vehicular Technology
15472450.2017.1369060,Learning driver's behavior to improve adaptive cruise control,Journal of Intelligent Transportation Systems
15472450.2017.1369060,"Reducing motor-vehicle collisions, costs, and fatalities by treating obstructive sleep apnea syndrome",Sleep
15472450.2017.1369060,A systematic review of CPAP adherence across age groups: Clinical and empiric insights for developing CPAP adherence interventions,Sleep Medicine Reviews
15472450.2017.1369060,Hardware and software for collecting microscopic trajectory data on naturalistic driving behavior,Journal of Intelligent Transportation Systems
15472450.2017.1369060,Obstructive sleep apnea and risk of motor vehicle crash: systematic review and meta-analysis,Journal of Clinical Sleep Medicine : JCSM : Official Publication of the American Academy of Sleep Medicine
15472450.2017.1369060,Continuous positive airway pressure reduces risk of motor vehicle crash among drivers with obstructive sleep apnea: Systematic review and meta-analysis,Sleep
15472450.2017.1369060,Time course of changes in driving simulator performance with and without treatment in patients with sleep apnoea hypopnoea syndrome,Thorax
15472450.2017.1369060,Night-to-night variability in CPAP use over the first three months of treatment,Sleep
15472450.2017.1369060,The Arbitron National In-Car Study,The Arbitron National In-Car Study
15472450.2017.1369060,A comparative study on feature selection in text categorization,Proceedings of the Fourteenth International Conference on Machine Learning
15472450.2017.1369060,"Burden of sleep apnea: rationale, design, and major findings of the Wisconsin Sleep Cohort study",WMJ : Official Publication of the State Medical Society of Wisconsin
15472450.2017.1326116,A cumulative prospect theory approach to passengers behavior modeling: Waiting time paradox revisited,Journal of Intelligent Transportation Systems
15472450.2017.1326116,The effect of reference point on stochastic network equilibrium,Transportation Science
15472450.2017.1326116,New methodology for estimating reliability in transportation networks with degraded link capacities,Journal of Intelligent Transportation Systems
